N,P,K,temperature,humidity,ph,rainfall,label
11,22,21,32.96584009363646,41.5148015421863,6.211801753766521,61.88213180669618,mothbeans
16,25,17,28.95868460315462,57.54745080418282,6.8600886389429325,64.90981626627146,mothbeans
29,21,18,31.105444326075045,46.92342295962814,6.623383825861923,44.74216264382294,mothbeans
28,37,19,31.61924715669332,57.530027249314124,6.147151921706038,51.561127465648966,mothbeans
25,30,16,25.772366701319022,51.48726017129909,6.746807286502204,54.87890512991833,mothbeans
11,38,18,25.44562189270966,56.03684143483777,6.666921642618904,58.85796536836736,mothbeans
25,37,13,29.190571127257435,51.83638199730785,7.030971431317479,39.87603376992318,mothbeans
21,31,13,30.002021273683006,43.962257108046785,7.381735092275505,49.41719924311899,mothbeans
23,32,22,31.17764628077595,57.18376766213452,5.696717419553369,48.5951538898595,mothbeans
19,24,28,34.04378445636644,46.95912264251741,6.944541133022988,50.36707971216136,mothbeans
14,32,28,32.38283398518006,41.819341297137406,7.179221737465177,33.48232347906275,mothbeans
29,39,22,26.74316082787119,53.207447812085476,7.25060568796697,44.36443180076073,mothbeans
20,34,16,29.29119498775149,51.787443529657494,7.244841875810418,63.39155453316149,mothbeans
24,26,18,27.9842014396497,41.575256451005565,6.106318164837982,32.03253794162305,mothbeans
21,26,27,34.20732301475377,54.6513055888412,5.89924571755509,35.45233464677548,mothbeans
25,28,15,29.823627590563998,44.46722981091194,6.930396455436342,49.59104510080015,mothbeans
25,31,25,25.554149502032608,56.566053837092454,6.786925016215166,63.74602596257917,mothbeans
29,35,13,33.43837513755361,53.42503509100536,6.220186554469685,55.54395734934796,mothbeans
10,39,22,28.17425932599843,41.81916357416054,6.6784581535881,53.29849897218223,mothbeans
15,34,12,26.460520062507424,49.14316661129999,6.362294622329765,39.05602215069132,mothbeans
15,36,20,30.68053481559985,46.26040787184359,5.822099515360292,64.7206138988696,mothbeans
20,30,16,30.38743163462151,49.47914915712907,6.64637585595918,51.515534844322985,mothbeans
27,32,17,28.668451008962876,47.67670874495742,5.590638454662179,55.85521988421073,mothbeans
16,34,29,32.203709266354494,52.980113721138494,7.181950702786784,58.08067124831871,mothbeans
11,27,13,33.394875664691696,59.41318357742398,5.9920136181213834,39.90337155255358,mothbeans
11,34,22,34.35276854247206,56.26024623051212,6.2014005789522315,49.158527379064864,mothbeans
13,39,17,31.58910581167282,40.88508546383541,5.6665635164446035,32.933324141832024,mothbeans
16,31,27,33.93514351594695,51.72948180587477,6.267632400713895,39.9335202263003,mothbeans
12,22,19,27.660449979769286,41.59271011162118,6.322672589514034,57.59172875334045,mothbeans
27,39,12,33.84560910528445,53.95918921199124,6.062094275937163,60.33511725485783,mothbeans
22,29,13,32.33880668307516,57.80090140924489,5.899741799417116,36.57886356921758,mothbeans
27,35,22,34.71656991757963,58.47385652302761,7.48363650217584,66.48539173229778,mothbeans
17,21,26,33.09153586824749,42.48079125452967,6.607237875165156,37.184348120035715,mothbeans
22,36,27,32.06916845204621,56.727305330611266,7.43907102552343,47.09410687348089,mothbeans
15,31,19,34.621329158621876,43.092487247577495,7.444075283507144,48.3454682819923,mothbeans
24,39,15,27.994911617590844,55.802852947697836,6.97596459228807,31.442041543118243,mothbeans
23,31,18,33.25599321487015,51.904469072719166,7.242263778898996,30.071224692751976,mothbeans
11,29,20,33.556245870534646,48.184584045416344,5.926953700351044,61.154444385829706,mothbeans
16,28,20,25.420773648227787,55.25375802812723,6.864387178718836,49.41537067005744,mothbeans
29,27,11,26.0599282245967,43.797171777172494,6.502826309029559,37.10296701664693,mothbeans
16,39,28,30.32510979025579,50.52599359919037,6.6172136059713145,33.79271009848351,mothbeans
26,21,13,32.35681206798085,55.88528536113535,5.999034246947331,36.528752296579505,mothbeans
16,20,28,34.82227387300428,45.422362944843414,5.659232656344534,42.3728790368235,mothbeans
29,39,17,25.532589311450103,52.7009998110197,6.184155746111511,48.262973500667,mothbeans
23,25,13,29.406656971270877,59.05901874692366,5.506296736666094,66.3429953327832,mothbeans
11,29,21,27.176898454678536,44.79469763765953,6.314823105073195,42.26505288482763,mothbeans
20,35,15,25.104514314468204,41.24087354886421,7.207869503395448,49.42442026002561,mothbeans
19,35,17,32.255909783076376,56.722746654311266,5.5002739759636095,40.65094961209347,mothbeans
28,31,24,29.829694876262167,56.45217934475187,6.333700856826742,41.17854769651503,mothbeans
23,24,11,31.850659806131794,51.329547195391086,6.665922625208326,33.703171378574,mothbeans
13,32,14,33.09493417845458,56.3917439547843,6.010433818911451,51.2993831869812,mothbeans
11,29,15,26.47657782599332,54.908255856783114,5.839676805629235,60.647559820062085,mothbeans
15,29,25,34.00464580665475,45.171811421542905,5.6715874267532,68.61274668441581,mothbeans
24,27,24,29.58795413865207,53.95545078425433,6.9728104597788025,34.90035168337637,mothbeans
18,29,14,30.93099250233542,51.164347253694196,7.2964997502715665,68.99938720455393,mothbeans
14,22,17,25.853898032045215,47.808930701541755,5.969207548452371,48.95187531970683,mothbeans
11,23,14,29.385026102024458,53.229957968397734,5.6537828229696,62.17503890480718,mothbeans
28,30,25,28.07991994134352,48.75475601821126,7.040560754666269,55.71473085486443,mothbeans
24,33,23,30.21216665648457,47.00260726862459,5.727914616689624,33.69073164401117,mothbeans
28,27,27,30.295745198929257,50.99000446088043,5.842591493534409,55.69172659745519,mothbeans
12,38,13,28.219333676105794,55.27565806283861,6.594500782169658,37.728614115886245,mothbeans
13,32,26,30.400769603365816,49.47771626126085,5.790564174634453,31.52595753968829,mothbeans
13,36,13,28.644080129517732,44.86834605286308,5.997872233853528,59.54707427596476,mothbeans
21,21,11,33.827646677953766,47.80733079724715,5.671394397202254,45.4088010640768,mothbeans
10,39,28,28.9869288932462,40.39460057252506,6.251513598388116,64.3595294442663,mothbeans
24,21,26,27.895633792105865,42.548185672631796,7.110047827563105,66.99498747756691,mothbeans
24,38,18,32.56250391461989,47.508885518979525,5.8580338573932,47.223598936580075,mothbeans
23,25,27,26.783672163607893,48.168238496563056,7.419863970105885,61.02257985847788,mothbeans
17,20,14,28.01921298690739,41.50563157531339,6.728948545778205,30.982693059190677,mothbeans
22,39,11,34.16695049025393,57.53615266724716,6.117643211997242,40.594896274530235,mothbeans
13,33,18,30.053342919138974,45.70633125819378,5.634705000170482,58.80188972556212,mothbeans
13,23,21,33.72210718658066,58.13462260947608,5.903098542387357,59.07830363963937,mothbeans
23,26,26,26.98349711037541,45.81156002646,5.609100040420641,63.64652634180627,mothbeans
14,26,18,30.453477190521234,46.84770579584265,6.323579597665222,63.246953621225764,mothbeans
21,29,10,28.460003116402717,59.38853345677468,7.349655233967405,42.12878023133378,mothbeans
19,26,29,30.229271425158814,40.38452980744934,5.92717727991205,40.62249307008803,mothbeans
23,32,24,32.95562226928331,47.29015379648066,6.175506198329656,47.18974012059483,mothbeans
13,30,28,33.53824811302182,50.4567597055146,7.007208355323648,43.916849551422466,mothbeans
28,39,10,28.322965702479728,42.381775948379364,6.566873590296399,63.063474671033,mothbeans
12,39,16,32.86621151285885,45.662961820388574,6.710467867253097,67.09516558350407,mothbeans
16,22,26,26.904392609728315,43.42193986465758,5.562528908513171,57.5922721593658,mothbeans
17,34,20,25.48687035384605,69.15581537393534,5.965215463721398,69.71684375536292,mungbean
25,40,28,30.13043307387546,71.5888969213819,7.43902104615196,55.92947922238053,mungbean
28,31,12,32.8432848680702,67.55376862199415,5.6478619918660025,71.19481521872595,mungbean
19,47,11,25.76340733878746,79.28094669641831,5.64213600911247,59.405576120034425,mungbean
10,32,22,30.516848126119072,62.67648643219307,5.601142254479953,56.73370418258913,mungbean
13,42,26,33.525448792424896,76.06393776933987,6.8945801217596525,80.84237905583383,mungbean
22,40,20,32.5804016694101,72.01343766181803,6.044808088482366,61.45533763381363,mungbean
11,33,11,25.03223346302205,65.2120743714558,6.155367529611332,69.35557746830924,mungbean
27,39,13,25.82456633464117,65.40612849496894,5.870326195812089,70.16507341189231,mungbean
11,43,13,25.18357006687066,64.31339578870549,7.259858406985974,66.59248648410443,mungbean
18,30,10,32.8759005759633,76.0358950668143,5.609315944513156,71.75327105406585,mungbean
14,30,13,30.971549483600228,70.56609338860795,7.458317985027254,55.369909248230684,mungbean
29,40,14,32.33713254327111,62.221941823431436,5.873535522717261,66.46743162753161,mungbean
25,47,29,27.507700540831813,65.29058948524055,6.264070988545521,85.92482226994339,mungbean
21,34,11,34.48064297739148,66.66972673671827,5.982678326990579,61.76493862492187,mungbean
11,39,25,27.385318267660814,63.49019170652649,6.5045977335262695,65.26246565125601,mungbean
21,47,10,33.12065054816856,75.38030486534201,6.211266717497068,63.568050085573965,mungbean
21,36,19,25.405087346890575,64.49589420780515,6.408879559596918,79.78671211553814,mungbean
25,37,29,28.53868146781295,66.13000221001458,6.188807873403564,66.07659919801864,mungbean
23,38,17,34.13815267799454,61.2420184645364,6.2326759085192345,71.50830026616923,mungbean
18,33,20,25.617524154474403,70.80625708091577,5.7472439025176225,65.35800527711058,mungbean
29,46,24,32.57243815879111,73.2965855800318,6.391374686434666,50.2352225340161,mungbean
22,48,21,33.02858003659246,61.47052207003204,7.127373081132411,87.1448090772758,mungbean
17,39,12,30.827850186364685,74.84923994811743,7.050386319304238,78.13429681494758,mungbean
23,40,24,31.69150551594958,76.06403978622141,6.972936235495622,59.556594617199224,mungbean
16,41,29,33.89530392758685,76.68667566752505,7.13827897448221,71.61763524497181,mungbean
27,33,18,25.222399241632957,67.99705209613731,6.792141094348987,78.75472077981074,mungbean
16,31,23,30.177058012435996,68.07256941351943,6.741521997656426,54.415862703056575,mungbean
26,39,21,28.723393596072082,68.3533650141233,6.284141908216888,53.654106758898266,mungbean
16,42,24,34.21876497597198,67.89099608099689,7.0653703889178665,76.88599037874924,mungbean
11,35,19,31.35331548371216,66.35853392943424,6.480340912411817,57.47754693643397,mungbean
18,46,17,27.21855258850085,75.30030907887101,6.321933495424327,69.97706868228025,mungbean
28,30,21,33.96469771851424,68.74146121951034,6.188962086288919,78.20814669569864,mungbean
24,49,15,31.496723314137043,77.32957363348453,6.311876095482648,77.9551931921383,mungbean
19,30,14,26.697345427996183,72.44342012656784,5.673651803446733,72.64585576500252,mungbean
19,37,13,28.9533860689254,74.8535992893765,6.2486766638251705,77.99647913677654,mungbean
28,30,13,33.99613371143272,79.10638343892353,5.69353788712363,89.7480767140889,mungbean
25,43,14,27.695393306119115,65.90925648115461,6.893463116887457,78.23902154861878,mungbean
22,48,23,33.37711150628882,70.8837938168553,6.3604955668132,68.586064780504,mungbean
22,45,19,33.076031559246395,73.22666976277196,5.649554788715822,70.13839187999656,mungbean
29,42,24,26.60182814218659,65.80421305339468,6.369202716139072,81.64888377903843,mungbean
13,49,19,29.350610766028016,68.95304400533227,5.943826351711414,52.51762598648994,mungbean
28,31,25,29.53595453518685,69.98097544605932,5.764659483119884,88.95826226564499,mungbean
18,39,16,30.00397941303263,73.18641525836209,7.32156932346354,52.161145770497114,mungbean
27,48,17,34.93176675372161,72.07501209897487,6.3345911733567615,83.95541911259583,mungbean
18,37,11,29.69618868571237,76.46575006929903,7.15236696278637,58.48191517027558,mungbean
22,41,19,29.81515886540762,60.99645082758137,6.124191833442135,54.671691726594105,mungbean
20,39,23,29.61450447878245,72.22385181904211,7.245087607815542,83.72695104778936,mungbean
28,34,18,30.38583900629852,70.04827887014319,6.427784054875038,59.587399548464504,mungbean
10,31,26,28.205181871280463,77.95242278950165,6.935998970857133,59.3002214148481,mungbean
15,43,27,30.468204048880466,73.93274808384226,7.443105794009565,76.47991828132098,mungbean
28,45,22,29.282386329253526,74.37176316133765,5.85259256960069,55.78972218957865,mungbean
21,47,25,32.87944677568899,71.36550890432488,5.573248153276272,66.62183708251953,mungbean
28,33,21,33.62660757926524,75.6506502569514,7.4476119173562445,55.268292943706655,mungbean
17,45,14,26.984806604279164,65.83675571101837,7.347402611907879,85.08007421654082,mungbean
17,38,26,33.05926831094671,62.43809569487261,7.34426345604667,51.240202063631884,mungbean
27,32,24,25.413945570072507,75.2258941352949,7.309679136908368,84.28096835515592,mungbean
22,43,21,26.687530326699374,77.99197050840112,6.345744630640127,58.21998556492147,mungbean
16,48,29,33.05782502650696,66.19451503614474,5.503435393175916,83.03234089104059,mungbean
18,42,13,32.05463607528639,77.25152391180431,5.8338440555831435,86.61234031563205,mungbean
15,35,11,34.91885045262731,78.43938378328475,6.311486271606844,53.22597998289611,mungbean
10,45,27,29.403239471402728,72.90320748846504,6.3272981609431875,51.44449447780768,mungbean
29,42,11,27.229175349779773,75.52804653529196,6.758385536238471,89.73736266467681,mungbean
28,45,16,29.733403919556977,73.71389404558454,5.695295184929503,89.18743903495286,mungbean
19,46,14,30.32664352022127,68.35196664046502,5.806552293999712,59.52613470510436,mungbean
16,42,16,27.098023279928388,69.94188207212447,6.6299791737389295,68.99054385655305,mungbean
25,46,20,28.510980337587064,62.550546320911,7.124418313323097,87.23726419197463,mungbean
22,47,25,30.39276295507512,65.39087566432195,6.03436834004985,63.54751564961883,mungbean
12,31,12,33.86120385496524,71.74669093773241,7.0124333160415615,75.25451340700576,mungbean
18,36,15,25.9097620366567,78.3600919489002,5.613109085966567,62.23876123032619,mungbean
15,45,20,27.97477547357957,65.54628218154238,5.983168267782814,77.9096490488165,mungbean
24,31,13,28.24530195099584,70.90134152611148,5.978863058344921,71.1028694538864,mungbean
28,45,12,27.503448620089337,64.09469259675416,7.18779485582635,56.631858668235594,mungbean
19,49,19,34.31591107960021,76.94966364339933,7.033452252038329,51.864200677632276,mungbean
16,46,23,26.033214440780814,77.95184000788025,5.689895451295881,73.64868247269995,mungbean
27,30,26,28.245480847976758,76.83832153991631,6.785255980351736,73.51286965414279,mungbean
11,47,14,25.571077827583046,77.0452601884429,7.060534020892813,89.6166442496505,mungbean
11,31,17,34.65732915613567,62.66365236794523,6.037543509525,89.96914279390515,mungbean
21,34,13,34.326186456543766,70.66696274451205,6.387236024034221,65.45581740901949,mungbean
17,42,12,31.64309706205564,62.374837829564186,6.560895317526734,83.45160477189847,mungbean
22,40,27,27.809581490155548,77.14584353339575,6.107694967409209,61.389475096358325,mungbean
22,47,18,29.66187591026761,66.73304934107031,7.101574970431606,64.91982072511267,mungbean
22,47,27,26.11627937338275,78.47895829132479,7.402469572150208,66.43510058098836,mungbean
17,34,29,31.70316598616887,66.90061027737369,6.5241870299463205,57.457875356796016,mungbean
25,42,23,25.663166844604138,74.63772530343206,5.932755135524891,76.17190907495583,mungbean
13,39,20,33.37937315288739,66.05587283591088,7.293238671377261,58.437793929847544,mungbean
19,38,24,31.124127736637238,67.4254317296889,6.4222106219501764,77.92324493731283,mungbean
21,45,23,30.51884942650253,62.54705875160432,5.555514868283879,53.30841946848176,mungbean
23,41,11,30.275239738063405,69.2453043370514,6.7562139117015265,56.11588762909517,mungbean
16,33,20,33.886169927834295,69.72394713714328,6.93302335913416,54.87548562572452,mungbean
24,45,26,27.50859143092866,62.53521170850825,6.701401939639315,87.40652399191518,mungbean
16,46,15,25.91665003016679,72.22539297149295,6.868832707110254,64.55507722433758,mungbean
28,36,15,34.986597217470425,71.16273658099432,7.2366213883069195,75.82459633400643,mungbean
10,34,26,29.61475750210826,65.12377256133163,7.064875983895981,74.1775462286139,mungbean
24,44,18,32.1365251285181,63.5406487733578,6.665055832155116,71.05113068694537,mungbean
22,35,23,32.9361528630583,61.76505261763546,6.1964222684738335,77.739809812841,mungbean
23,39,26,30.164117243258794,69.44286466752966,7.192862791920767,72.54008680948117,mungbean
10,33,14,29.33751161669281,66.44964733148923,7.469426526332779,76.05314289553537,mungbean
16,44,29,26.823172388508933,69.51496810126585,5.81549925153851,55.3614557130127,mungbean
20,33,29,27.506645013870575,76.90699506671064,7.326871426487628,67.00350012240922,mungbean
36,40,37,32.24353496012202,64.07595743694178,7.2192924824125235,75.88815186656633,blackgram
35,58,27,30.072374064035376,76.87374686083643,7.317577675549277,69.25010382722766,blackgram
30,43,31,29.41011390066921,62.300032963415674,6.930648809014472,85.52206988661942,blackgram
34,44,30,28.632941051324377,66.493565219648,5.832082413617789,72.77529368573074,blackgram
24,55,25,31.143392791242043,75.71551709226331,6.9917710365709596,89.88407945495352,blackgram
29,49,28,27.55412704249518,76.02985981774341,5.890226208794759,86.58825851242698,blackgram
30,45,31,29.653406416659138,70.14918849406936,6.0926834641102,60.61552770779266,blackgram
30,48,21,25.054630729451116,70.81875189346336,6.938061227931254,76.81479581516008,blackgram
28,41,33,27.01079257303369,68.15480399764576,6.728404788180598,71.68822446867806,blackgram
36,54,27,26.41281779046793,60.46791779312816,5.831099104590636,63.61075989170033,blackgram
30,48,33,30.91550840786867,61.50618211706671,6.782498637754414,63.531577282908636,blackgram
34,59,35,26.78389141348798,67.65299691695975,7.240070003501835,73.59264943885202,blackgram
33,44,26,27.928808942501334,79.07926634570728,6.67782087544769,61.91697202666854,blackgram
26,41,23,33.922010738800395,62.78088068022722,7.203789921378662,60.64224530985463,blackgram
24,52,24,25.48040093897314,77.26057516198705,6.875107500043947,70.95470187061667,blackgram
38,42,20,27.243638011306118,64.18238312889387,6.4146275339564935,75.36607767123292,blackgram
22,56,38,34.07163284854295,75.32414142801349,7.309986819229853,63.59759021173353,blackgram
39,50,31,33.43585389453375,68.20150347758761,6.899028698203895,61.32632306524239,blackgram
25,55,35,25.430844605830313,65.03809859838368,7.257513868840755,73.18252493782231,blackgram
25,59,31,34.57039826006651,77.25404641256056,5.942396265071029,63.58710185318446,blackgram
26,55,33,27.66642470189657,66.66224790161246,5.559862090715446,75.14114871838599,blackgram
26,56,20,33.33979901736978,72.22103716360144,7.232589017182095,88.06416885507045,blackgram
31,45,24,26.563837541713085,72.3348973521505,7.114581016932731,66.71236717950138,blackgram
21,58,31,27.947458673727628,64.67761571536006,7.237116049620928,81.00098763581556,blackgram
31,42,21,28.80529776238755,74.864058343923,6.944806886393196,64.77092100835796,blackgram
22,59,34,27.44092833972728,62.30163577249501,6.3380767237484665,79.44653326767772,blackgram
31,52,24,29.601593320037455,70.94735492353881,7.316739977954705,84.51807847024253,blackgram
31,46,39,27.926305690902787,72.81896885954824,6.68689803294817,85.96414109930336,blackgram
35,47,24,33.602168979989806,72.8315462181171,5.5174758779995585,71.60803322305118,blackgram
23,44,36,28.961586578426004,78.50605949604983,7.217442221906646,86.00967048063188,blackgram
32,48,23,25.706891569900666,63.138947537349935,6.839416272324884,75.93872020044552,blackgram
27,49,32,31.04339449853819,67.81968251510293,6.5840169751144995,71.6663903100783,blackgram
38,41,23,31.281596629963907,61.939144180314344,6.005537813172656,83.62998125369248,blackgram
22,41,27,26.172494053990196,73.20256939324142,7.486023367842476,78.68922365744834,blackgram
37,42,33,33.790543501679196,63.912575545994365,7.254857169933158,76.13312921370645,blackgram
23,42,27,34.87654442517993,68.88388858752315,6.842455470089268,88.9757300273972,blackgram
30,55,31,29.607088146737993,62.75349274327625,5.72571169749714,74.06939502333037,blackgram
35,56,31,30.73501709521607,72.73913791713403,6.980014556377184,62.03215796614701,blackgram
33,55,37,26.58714820401846,63.40679896933785,5.504216171045513,88.49754529251713,blackgram
29,47,35,34.28275510616295,79.78322593119134,7.003272424932695,73.71551582091944,blackgram
38,57,20,26.359891923755594,71.24742325015761,6.204179582563331,80.59259170294952,blackgram
28,58,33,31.46323282338846,64.68376423388574,5.968566587262819,61.12934807919921,blackgram
29,52,35,27.682749819443064,72.126910487525,6.477604716228553,77.85092488304882,blackgram
34,40,32,28.3142510184283,66.22811142784381,6.7577874567816405,82.46883589613967,blackgram
33,47,27,28.70357247269478,67.89042162280717,7.18646031753974,72.86005381733924,blackgram
25,58,31,25.43311244218043,69.54963321328678,5.858094086043485,70.79981671520413,blackgram
38,57,21,32.990116575465585,67.05879598219785,5.56018466099439,66.0516977384229,blackgram
20,51,26,25.7767489875065,79.36583351229103,6.911880326149634,72.79708362235297,blackgram
21,49,26,31.738864032699638,60.03163425601642,5.990639403490934,79.12571765214201,blackgram
35,54,28,33.74614834975991,63.60104294017527,7.402368147123869,81.29609247806135,blackgram
31,50,35,26.166794767817805,75.17869641080145,6.662579190301823,81.15813700850211,blackgram
33,49,21,32.87414877690116,78.20958535387189,7.120769883043751,68.36368876947219,blackgram
24,50,39,26.542646642975793,76.75505486880184,5.760295733037843,66.46959060682195,blackgram
35,43,33,32.540005243178086,61.4024825505527,6.087122701350633,76.9591713551947,blackgram
35,47,39,31.802922344940008,69.33516502530406,6.617736283773191,89.20928755429601,blackgram
36,46,38,34.48781735427184,73.50172105305249,6.908064056060085,68.94874372331253,blackgram
30,41,36,25.630370767938487,65.18083812123875,6.628714767853827,74.73046367276339,blackgram
26,44,24,27.66665512595766,65.05904439597442,6.495117312327688,70.65943647055924,blackgram
34,47,39,34.32497742131466,61.07843489212867,5.736596674953918,88.9489462849426,blackgram
27,55,35,33.713943498272386,63.357716584849754,7.180346290757015,88.17605743635447,blackgram
31,46,23,33.15563372037242,63.10492966318303,6.001014429650252,60.03093043678049,blackgram
38,41,31,27.773927428198295,79.92637304544161,5.5775611053892895,70.7904663837925,blackgram
32,55,34,30.876288711675237,65.31326387580916,5.8160058661763445,78.32503891299542,blackgram
21,53,21,33.231133964866785,78.24624574996692,6.3196382349786955,80.38988264059464,blackgram
36,51,27,27.83435201840019,69.93154043680458,6.927383369318444,88.95333362645115,blackgram
38,55,37,34.76978422925549,67.38541837359679,7.014027955531305,81.07748955114953,blackgram
23,53,32,29.87703459585507,70.59658972554969,7.384629118760175,84.33836927466837,blackgram
35,41,24,26.321743056129232,62.41331112574153,6.261538732714717,87.9938814743352,blackgram
35,41,28,28.907952155308784,69.82661993755109,5.768973332082604,77.69750102880207,blackgram
29,44,21,29.433298813700162,76.4346912446833,6.56423395336642,84.52094085223783,blackgram
25,57,29,33.91574114556019,65.20888763422468,7.1335432387591275,60.54309598301923,blackgram
38,54,21,31.276388282392723,77.2283576217213,6.5751159673850355,64.98401817226626,blackgram
20,53,23,27.748444641863216,75.65351184122277,7.498218527655773,84.77446966032448,blackgram
37,50,25,33.524548952972275,77.78019712452405,5.835497523622294,63.646236060768125,blackgram
27,45,36,31.905010942881248,71.36353242800075,6.657136680826375,80.09862455377143,blackgram
30,57,30,30.691910422615198,72.75324222326338,7.109939846802039,67.7902348434831,blackgram
34,48,26,26.97542578271799,60.800049211381925,6.887840172809875,64.81209327602075,blackgram
31,47,21,34.16129431490626,74.59807751289779,6.144300710359625,65.50530714659811,blackgram
23,54,37,34.58274754639909,70.52468573340094,6.303910143497819,61.34721622349972,blackgram
23,58,28,27.12396164556871,78.2519768632297,6.762358142492402,73.929347743115,blackgram
33,45,30,29.38739892978395,76.04436848272353,6.302405367861009,65.66824980619141,blackgram
35,46,36,26.52849096515432,75.7512827740064,6.200335192096952,82.20356088877693,blackgram
25,47,26,25.462961171646377,74.01690059171398,5.6036855099094565,73.59390147736941,blackgram
35,45,32,33.45745534833774,77.9827214223559,5.619880313597769,88.2353872024875,blackgram
22,47,22,31.7613527659756,64.38314627635958,5.77945196592052,69.9707072455411,blackgram
29,56,22,30.854253431499792,69.75898187683892,6.908190572443862,67.35573047246446,blackgram
38,50,35,31.68778519943662,63.425723273117306,7.413910075734855,87.97741424773804,blackgram
21,53,39,27.366850236812915,74.21123273873995,6.457260575079793,86.99644965550958,blackgram
31,56,29,28.739635851049297,69.79439866688728,6.722018442192736,86.41759418262843,blackgram
23,48,29,32.70198347143715,64.93343971741885,6.229830147280394,75.71464699713454,blackgram
39,47,37,33.518834039884574,61.40862827502646,7.383660971467889,65.02910292554951,blackgram
22,59,35,29.924673264686106,77.50312553685423,5.571978021200682,61.45940604312592,blackgram
39,43,33,30.231809528103003,76.16251949153974,7.199020089024055,61.828122251732296,blackgram
31,53,32,27.233989731414336,63.52389200208837,6.791865634774149,72.11457751625215,blackgram
31,53,28,34.032495650422305,78.04090080773105,6.209290834765887,75.13496861635063,blackgram
33,51,29,30.67950664181566,69.4141468298737,6.425507298114457,81.94454614549178,blackgram
22,59,27,32.29143489593184,77.18146980246098,6.483583046778398,73.37499740931075,blackgram
21,54,38,29.54675666442853,60.87120033698323,5.672836970100604,77.55320608715625,blackgram
23,53,36,26.144834076430467,75.94363221602038,5.679857523479923,64.25748823576001,blackgram
32,57,27,25.909442920009322,62.06720737017846,5.5062191812619785,65.66172712625367,blackgram
16,32,18,22.501415844988976,61.94469785235097,7.0888214473541495,77.33226472348746,lentil
19,49,27,22.68961899468613,51.98826343095292,6.710560056930302,64.27636871599934,lentil
19,44,25,24.090629627218252,55.91976821735907,7.426008132466627,42.54372088315266,lentil
10,36,11,17.686130806123018,59.69598880193752,7.369540807938373,72.93983935999557,lentil
18,45,28,23.743508548386195,58.90431440534218,6.543564325305375,55.72317632051374,lentil
28,35,10,17.808364786944285,53.61372822919601,6.600897752190578,70.83304135361456,lentil
23,43,17,15.407612683345798,55.98569270226656,7.481055332073189,63.86450663855925,lentil
23,31,10,18.24581445449486,53.38195947861004,5.8584865269230235,46.36144900301637,lentil
25,46,18,20.210911457210045,65.21246714904998,6.541731240734741,50.43431191536695,lentil
24,49,16,24.488912729394315,59.70139017891711,5.89013178846526,51.742777594049315,lentil
11,34,26,18.09329804982701,55.10827011163642,6.371476000631644,79.86382856386265,lentil
22,30,19,16.937991737347858,67.77038251697107,6.55894053486555,64.01615260242752,lentil
24,33,24,15.441628306953191,65.31395636026895,7.076754229252211,59.36612367515339,lentil
10,48,28,17.007409932285782,68.71972862786686,6.24604220098392,57.646558784982034,lentil
29,42,24,22.300352113399086,67.81574865656361,6.644691909655482,65.33035342970052,lentil
13,35,27,22.078204455662988,50.306401045282094,7.424045562146624,46.185728751039164,lentil
25,43,28,16.53519088763976,63.45378504168834,6.014271860410137,53.83059599695491,lentil
27,30,23,19.295612529787228,62.87356720862281,6.7805666049742905,75.85073628046416,lentil
13,45,26,20.87320547172085,55.42747310948247,7.031223136730822,49.01534171305997,lentil
20,39,13,18.030189927464164,61.372903382629936,7.06819210256059,70.54122532577549,lentil
19,37,27,24.368856412521616,54.52898968937782,6.754871460464792,60.097098606516056,lentil
29,39,22,24.58561037201948,52.41275444836333,6.1666292237678455,58.20122221317539,lentil
20,30,11,20.397782437570022,66.97730681439907,7.110514135928191,54.24937416468141,lentil
23,48,17,15.49394435033463,50.03901892825212,6.276829180427167,64.40144601605365,lentil
27,44,13,20.732051237794188,50.94836507954404,6.686784877249045,65.13347011720197,lentil
24,30,19,18.206675478323,57.98898629084035,5.791384034426858,73.39968140022788,lentil
15,35,17,15.330456842249589,57.857399461931095,5.66488638325154,56.377139086994106,lentil
28,49,17,20.313859847300343,60.58366454752755,5.71226672515605,53.52098083493106,lentil
23,40,19,18.539346106116717,63.32567456824481,6.262006801143424,74.59455719528269,lentil
22,38,11,22.87726686121642,69.20249691333333,6.781604885610959,45.22455628382382,lentil
10,46,14,19.319053560604008,50.33031244076018,6.71176600788616,65.77797666370688,lentil
19,49,21,15.690297834797688,52.45826575450975,7.330420986352157,76.42937503540159,lentil
29,43,25,15.986880177325645,59.562084286072945,6.2477648476334195,78.32799065998049,lentil
14,32,15,17.818932345125678,50.992098389371264,5.634754767204694,44.48648142715717,lentil
28,32,12,15.181648031264658,60.084302674698144,6.718509152376819,76.69431428112932,lentil
25,33,21,15.641921481859011,61.6707132997396,5.507999753151175,45.02690923049313,lentil
11,37,27,20.414453524095048,50.05899858536538,6.919334639247266,48.04145741360898,lentil
19,38,18,21.80714190654388,64.13066622121082,6.728061880213792,70.30442114176056,lentil
13,30,19,17.75301922932527,57.20060532265839,6.454391359969957,65.1017216228183,lentil
14,37,10,24.66332033494954,62.39701247163069,5.804360426925802,46.3238227054937,lentil
22,45,21,17.680085219386857,52.764187716137215,7.361952714957383,54.865187174630854,lentil
18,30,29,24.98999950686982,64.24021467718954,7.016781978584377,72.42267776565771,lentil
